DOCUMENT_NBR,CRASH_YR,NLF_ROUTE_TYPE_CD,ODOT_LATITUDE_NBR,ODOT_LONGITUDE_NBR,SEVERITY_BY_TYPE_CD,ODPS_TOTAL_FATALITIES_NBR,INCAPAC_INJURIES_NBR,NON_INCAPAC_INJURIES_NBR,POSSIBLE_INJURIES_NBR,NO_INJURY_REPORTED_NBR,UNRESTRAIN_OCCUPANTS,NUMBER_OF_UNITS_NBR,CRASH_TYPE_CD,FHWA_RDWY_DEPARTURE_IND,ODOT_INTERSECTION_REL_IND,ODOT_CRASH_LOCATION_CD,FACILITY_TYPE_CD,FUNCTIONAL_CLASS_CD,ODOT_DIV_UNDIV_IND,ODOT_LANES_NBR,FREEWAY_IND,INTERSTATE_IND,ODOT_MAINTAINED_HWY_IND,MAINTENANCE_AUTHORITY_CD,ODOT_CITY_VILLAGE_TWP_NME,CRASH_DT,MONTH_OF_CRASH,TIME_OF_CRASH,DAY_IN_WEEK_CD,WEATHER_COND_CD,ROAD_COND_PRIMARY_CD,ROAD_COND_SECONDARY_CD,LIGHT_COND_PRIMARY_CD,ROAD_CONTOUR_CD,ODPS_ALCOHOL_IND,ODPS_DRUG_IND,ODPS_SCHOOL_ZONE_IND,ODPS_MOTORCYCLE_IND,ODPS_SPEED_IND,ODPS_SENIOR_DRIVER_IND,ODPS_WORK_ZONE_IND,ODPS_LOC_IN_WORK_ZONE_CD,ODPS_TYPE_OF_WORK_ZONE_CD,ODOT_YOUNG_DRIVER_IND,DISTRACTED_DRIVER_IND,ODPS_CITY_VILLAGE_TWP_NME,ODPS_LOC_ROAD_NME,U1_AGE_NBR,U1_GENDER_CD,U1_ALCOH_DRUG_SUSPCTD_CD,U1_DISTRACTED_BY_1_CD,U1_DISTRACTED_BY_2_CD,U2_ODPS_UNIT_NBR,U2_DIRECTION_FROM_CD,U2_DIRECTION_TO_CD,U2_TURN_CD,U2_TRAFFIC_CONTROL_CD,U2_TYPE_OF_UNIT_CD,U2_SPECIAL_FUNCTION_CD,U2_UNIT_SPEED_NBR,U2_POSTED_SPEED_NBR,U2_PRECRASH_ACTION_CD,U2_CONT_CIR_PRIMARY_CD,U2_CONT_CIR_SECONDARY_CD,U2_SEQ_OF_EVENTS_1_CD,U2_SEQ_OF_EVENTS_2_CD,U2_SEQ_OF_EVENTS_3_CD,U2_SEQ_OF_EVENTS_4_CD,U2_SEQ_OF_EVENTS_5_CD,U2_SEQ_OF_EVENTS_6_CD,U2_NON_MOTORIST_LOC_CD,U2_AGE_NBR,U2_GENDER_CD,U2_ALCOH_DRUG_SUSPCTD_CD,U2_DISTRACTED_BY_1_CD,U2_DISTRACTED_BY_2_CD
20166063817,2016,MR,39.937188,-83.077929,1,0,0,0,0,2,0,1,Other Object,N,N,1,,7,N,2,N,N,N,4,COLUMBUS,5/18/2016,5,1740,4,1,10,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,ROYS,36,M,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166063880,2016,US,39.985691,-82.941451,2,0,0,0,1,1,0,2,Rear End,N,Y,1,2,4,N,3,N,N,N,4,COLUMBUS,5/6/2016,5,1630,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,5TH,,F,1,1,1,2,4,3,NT,4,7,1,,,11,1,,20,,,,,,,42,F,1,1,1
20166063881,2016,CR,39.989,-83.048799,1,0,0,0,0,1,1,2,Parked Vehicle,Y,N,1,,4,N,2,N,N,N,4,COLUMBUS,5/15/2016,5,403,1,1,1,0,4,1,1,0,0,0,0,0,0,0,0,N,N,COLUMBUS,STAR,,F,2,1,1,2,2,1,NT,12,3,1,,25,10,1,,20,,,,,,,,,,,
20166063898,2016,MR,39.959976,-82.834986,1,0,0,0,0,1,0,1,Fixed Object,Y,N,1,,7,N,2,N,N,N,4,COLUMBUS,5/14/2016,5,400,7,4,2,0,5,4,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,CHERRY HILL,24,M,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166063899,2016,CR,39.931129,-83.144684,1,0,0,0,0,2,0,2,Rear End,N,Y,2,,5,N,2,N,N,N,4,COLUMBUS,5/15/2016,5,1650,1,2,1,0,1,1,1,1,0,0,0,0,0,0,0,N,N,COLUMBUS,HALL,,M,5,1,1,2,3,4,NT,4,3,1,,45,11,1,,20,,,,,,,33,M,1,1,1
20166063900,2016,MR,39.949119,-83.06891,1,0,0,0,0,2,0,2,Backing,N,N,1,,7,Y,4,N,N,N,4,COLUMBUS,5/15/2016,5,1800,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,BURGESS,,M,1,1,1,2,1,2,NT,1,3,1,,25,10,1,,20,,,,,,,,,,,
20166064204,2016,IR,39.932621,-82.830019,1,0,0,0,0,2,0,2,Rear End,N,N,1,2,1,Y,7,Y,Y,N,1,COLUMBUS,5/16/2016,5,800,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,,38,F,1,1,1,2,3,4,NT,1,7,1,5,65,11,1,,20,,,,,,,46,M,1,1,1
20166064205,2016,IR,39.950464,-83.016057,3,0,0,1,0,0,0,1,Fixed Object,Y,N,1,2,1,Y,6,Y,Y,N,1,COLUMBUS,5/19/2016,5,815,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,,23,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166064206,2016,IR,39.980076,-82.962974,1,0,0,0,0,2,0,2,Sideswipe - passing,N,N,1,2,1,Y,8,Y,Y,Y,1,COLUMBUS,5/12/2016,5,1215,5,2,1,0,1,4,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,,18,F,1,1,1,2,3,4,NT,12,4,1,55,55,1,1,,20,,,,,,,33,M,1,1,1
20166064207,2016,IR,39.952044,-82.945486,2,0,0,0,1,2,0,2,Sideswipe - passing,N,N,8,2,1,Y,7,Y,Y,Y,1,COLUMBUS,5/13/2016,5,1015,6,1,1,0,1,4,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,,21,M,1,1,1,2,4,3,NT,12,7,1,55,55,1,1,,20,,,,,,,54,M,1,1,1
20166064208,2016,IR,39.935381,-83.009666,2,0,0,0,1,1,0,2,Sideswipe - passing,N,N,1,2,1,Y,6,Y,Y,Y,1,COLUMBUS,5/13/2016,5,1220,6,1,1,0,1,2,0,0,0,0,0,1,0,0,0,N,N,COLUMBUS,,52,F,1,1,1,2,2,1,NT,12,5,1,65,65,1,1,,20,,,,,,,69,F,1,1,1
20166064210,2016,IR,40.016603,-82.994677,1,0,0,0,0,2,0,2,Rear End,N,N,1,2,1,Y,6,Y,Y,N,1,COLUMBUS,5/15/2016,5,1317,1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,,31,M,1,1,1,2,1,2,NT,12,2,1,,65,11,1,,20,,,,,,,40,F,1,1,1
20166064211,2016,IR,39.96966,-82.983563,2,0,0,0,1,1,0,2,Sideswipe - passing,N,N,1,2,1,Y,6,Y,Y,Y,1,COLUMBUS,5/16/2016,5,719,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,,,U,1,1,1,2,2,1,NT,12,3,1,45,65,1,15,,20,,,,,,,31,F,1,1,1
20166064213,2016,IR,39.965574,-82.983149,3,0,0,1,0,2,1,2,Sideswipe - passing,N,N,8,2,1,Y,4,Y,Y,N,1,COLUMBUS,5/17/2016,5,953,3,2,1,0,1,2,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,,36,M,1,1,1,2,1,2,NT,12,2,1,55,55,3,99,,20,,,,,,,34,F,1,1,1
20166064215,2016,IR,39.973138,-83.008186,1,0,0,0,0,2,0,2,Rear End,N,N,1,2,1,Y,6,Y,Y,Y,1,COLUMBUS,5/17/2016,5,1305,3,4,2,0,1,4,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,,30,M,1,1,1,2,4,3,NT,12,3,1,55,55,1,1,,20,,,,,,,25,M,1,1,1
20166064216,2016,IR,39.977248,-83.153989,1,0,0,0,0,2,0,2,Rear End,N,N,7,2,1,Y,6,Y,Y,N,1,COLUMBUS,5/11/2016,5,1001,4,2,2,0,1,1,0,0,0,0,0,0,1,4,3,N,N,COLUMBUS,,36,F,1,1,1,2,4,3,NT,15,7,1,,55,11,1,,20,,,,,,,34,M,1,1,1
20166064217,2016,IR,39.950464,-83.016057,1,0,0,0,0,2,0,2,Rear End,N,N,1,2,1,Y,6,Y,Y,N,1,COLUMBUS,5/13/2016,5,926,6,1,1,0,1,2,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,,37,M,1,1,1,2,4,3,NT,12,3,1,35,55,11,1,,20,,,,,,,25,M,1,1,1
20166064218,2016,IR,39.94161,-83.010945,2,0,0,0,1,1,0,2,Rear End,N,N,1,2,1,Y,8,Y,Y,N,1,COLUMBUS,5/17/2016,5,1123,3,2,1,0,1,2,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,,33,F,1,1,1,2,1,2,NT,12,3,1,30,55,11,1,,20,,,,,,,24,F,1,1,1
20166064390,2016,CR,40.028592,-82.964259,1,0,0,0,0,2,0,2,Left Turn,N,Y,2,,3,N,4,N,N,N,4,COLUMBUS,5/16/2016,5,1255,2,1,10,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,CLEVELAND,46,M,1,1,1,2,2,1,NT,1,3,1,35,35,1,1,,20,,,,,,,37,F,1,1,1
20166064391,2016,SR,40.020844,-82.964866,1,0,0,0,0,1,0,1,Fixed Object,Y,Y,2,2,4,N,4,N,N,N,4,COLUMBUS,5/17/2016,5,1122,3,2,10,0,1,1,0,0,0,0,0,1,0,0,0,N,N,COLUMBUS,CLEVELAND,73,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166064393,2016,CR,40.032031,-82.979436,1,0,0,0,0,2,0,2,Angle,N,Y,3,,4,N,4,N,N,N,4,COLUMBUS,5/18/2016,5,833,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,OAKLAND PARK,53,M,1,1,1,2,1,3,LT,4,5,1,25,35,6,1,,20,,,,,,,50,F,1,1,1
20166064588,2016,US,39.985691,-82.941451,1,0,0,0,0,2,0,1,Fixed Object,Y,Y,1,2,4,N,3,N,N,N,4,COLUMBUS,5/20/2016,5,48,6,1,1,0,5,1,1,0,0,0,0,0,0,0,0,N,N,COLUMBUS,5TH,,M,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166064589,2016,MR,39.982382,-82.981684,1,0,0,0,0,3,2,3,Sideswipe - passing,N,N,1,,7,N,2,N,N,N,4,COLUMBUS,5/20/2016,5,30,6,1,1,0,5,1,1,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,STARR,23,F,2,1,1,2,4,3,NT,1,3,1,,25,10,1,,20,,,,,,,,,,,
20166064592,2016,US,40.126891,-83.016319,3,0,0,1,0,0,0,1,Fixed Object,Y,N,1,2,3,N,4,N,N,N,4,COLUMBUS,5/18/2016,5,58,4,4,2,0,4,1,1,0,0,0,1,0,0,0,0,N,N,COLUMBUS,HIGH,45,M,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166064723,2016,CR,40.032596,-82.889437,1,0,0,0,0,2,0,2,Right Turn,N,Y,2,,5,N,2,N,N,N,4,GAHANNA,5/2/2016,5,1706,2,2,1,0,1,1,0,0,0,0,1,1,0,0,0,N,N,GAHANNA,STYGLER,40,M,1,1,1,1,4,1,LT,4,7,1,,35,11,1,,20,,,,,,,72,M,1,1,1
20166064752,2016,US,40.017999,-82.896005,3,0,0,1,0,0,0,1,Fixed Object,Y,N,8,2,3,Y,4,N,N,N,4,GAHANNA,5/8/2016,5,500,1,1,1,0,4,3,1,0,0,1,1,0,0,0,0,N,N,GAHANNA,US 62 W EB,30,M,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166064753,2016,,40.006115,-82.855644,1,0,0,0,0,1,0,1,Fixed Object,N,N,1,2,,N,2,N,N,N,80,GAHANNA,5/8/2016,5,731,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,N,N,GAHANNA,BEAVERBROOK,62,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166124540,2016,MR,40.093524,-82.950815,1,0,0,0,0,1,0,2,Sideswipe - passing,N,N,1,,7,N,2,N,N,N,4,COLUMBUS,9/19/2016,9,800,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,LAURELWOOD,,M,1,1,1,2,4,3,NT,1,3,1,,,10,1,,20,,,,,,,,,,,
20166124543,2016,SR,40.087552,-82.987403,3,0,0,2,0,3,0,2,Left Turn,N,Y,3,2,3,Y,4,N,N,N,4,COLUMBUS,9/18/2016,9,1040,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,DUBLIN GRANVILLE,22,F,1,1,1,2,4,3,NT,4,4,1,30,35,1,1,,20,,,,,,,23,F,1,1,1
20166124546,2016,CR,40.136356,-83.005924,1,0,0,0,0,2,0,2,Rear End,N,N,1,,4,N,2,N,N,N,4,COLUMBUS,9/19/2016,9,812,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,LAZELLE,20,M,1,1,1,2,4,3,NT,12,3,1,,25,11,1,,20,,,,,,,40,M,1,1,1
20166124673,2016,CR,39.983649,-83.011139,1,0,0,0,0,2,0,3,Sideswipe - passing,N,N,1,,5,N,2,N,N,N,4,COLUMBUS,9/20/2016,9,829,3,1,1,0,1,2,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,3RD,24,F,1,1,1,2,1,2,NT,1,6,1,20,25,1,1,,20,,,,,,,30,F,1,1,1
20166124750,2016,IR,40.010178,-82.899594,1,0,0,0,0,3,0,3,Rear End,N,N,1,2,1,Y,6,Y,Y,Y,1,GAHANNA,9/20/2016,9,735,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,N,N,GAHANNA,IR 270 NB,73,M,1,1,1,2,2,1,NT,1,6,1,,65,11,1,,20,20,,,,,,63,M,1,1,1
20166064754,2016,IR,40.026817,-82.903898,1,0,0,0,0,2,0,2,Sideswipe - passing,N,N,1,2,1,Y,7,Y,Y,Y,1,GAHANNA,5/9/2016,5,1615,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,GAHANNA,,36,M,1,1,1,2,1,2,NT,12,3,1,65,65,1,1,,20,,,,,,,42,M,1,1,1
20166064756,2016,MR,40.026056,-82.886538,1,0,0,0,0,2,0,2,Sideswipe - passing,N,N,1,,7,N,2,N,N,N,4,GAHANNA,5/10/2016,5,749,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,GAHANNA,CHAPELFIELD,41,F,1,1,1,1,3,4,NT,1,3,1,,20,11,1,,20,,,,,,,36,F,1,1,1
20166064766,2016,CR,40.031294,-82.96404,4,0,1,0,0,2,1,3,HeadOn,N,Y,2,,3,N,4,N,N,N,4,COLUMBUS,5/14/2016,5,1440,7,2,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,CLEVELAND,46,F,1,1,1,2,1,2,NT,4,3,1,,35,11,1,,20,,,,,,,58,M,1,1,1
20166064769,2016,IR,40.034798,-82.903298,3,0,0,1,1,2,0,3,Rear End,N,N,1,2,1,Y,6,Y,Y,Y,1,GAHANNA,5/10/2016,5,1521,3,4,2,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,GAHANNA,IR 270 SB,31,M,1,1,1,2,1,2,NT,1,6,1,20,65,11,1,,20,20,,,,,,53,M,1,1,1
20166064770,2016,SR,40.009442,-82.969986,1,0,0,0,0,1,0,1,Backing,Y,N,1,2,4,N,4,N,N,N,4,COLUMBUS,5/17/2016,5,1500,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,N,N,COLUMBUS,MAYNARD,39,M,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166124756,2016,SR,40.002738,-83.030164,1,0,0,0,0,4,0,2,Sideswipe - passing,N,N,1,2,2,Y,8,Y,N,N,4,COLUMBUS,9/14/2016,9,1300,4,2,1,0,1,4,0,0,0,0,1,1,0,0,0,Y,N,COLUMBUS,,20,M,1,1,1,2,2,1,NT,12,3,1,55,55,1,1,,20,,,,,,,74,M,1,1,1
20166124757,2016,IR,39.931568,-82.916365,1,0,0,0,0,2,0,2,Rear End,N,N,1,2,1,Y,6,Y,Y,N,1,COLUMBUS,9/14/2016,9,640,4,1,1,0,4,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,,35,M,1,1,1,2,3,4,NT,1,2,1,15,65,11,1,,20,,,,,,,25,F,1,1,1
20166124758,2016,IR,39.936365,-82.881431,1,0,0,0,0,2,0,2,Rear End,N,N,1,2,1,Y,6,Y,Y,Y,1,COLUMBUS,9/20/2016,9,830,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,,31,M,1,1,1,2,3,4,NT,1,2,1,,65,11,1,,20,,,,,,,19,F,1,1,1
20166124760,2016,IR,39.947955,-82.943688,1,0,0,0,0,2,0,2,Sideswipe - passing,N,N,1,2,1,Y,7,Y,Y,Y,1,COLUMBUS,9/13/2016,9,600,3,1,1,0,4,4,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,,23,F,1,1,1,2,3,4,NT,12,2,1,50,55,3,99,,20,,,,,,,34,F,1,1,1
20166124761,2016,IR,39.942589,-82.940698,1,0,0,0,0,3,0,2,Rear End,N,N,1,2,1,Y,7,Y,Y,Y,1,COLUMBUS,9/13/2016,9,656,3,1,1,0,2,4,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,,28,M,1,1,1,2,3,4,NT,12,3,1,,65,11,1,,20,,,,,,,31,F,1,1,1
20166124762,2016,IR,39.924798,-83.120909,1,0,0,0,0,2,0,2,Sideswipe - passing,N,N,1,2,1,Y,6,Y,Y,Y,1,COLUMBUS,9/14/2016,9,900,4,1,1,0,1,4,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,,34,M,1,1,1,2,2,1,NT,12,2,1,55,65,1,1,,20,,,,,,,31,F,1,1,1
20166124768,2016,CR,40.017562,-82.8513,1,0,0,0,0,2,0,2,Sideswipe - Meeting,N,N,1,,4,N,2,N,N,N,4,GAHANNA,9/12/2016,9,1442,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,GAHANNA,HAVENS CORNERS,40,M,1,1,1,2,4,3,NT,12,7,1,35,35,1,99,,20,,,,,,,26,F,1,1,1
20166124772,2016,IR,39.972575,-82.983322,3,0,0,1,0,0,0,1,Fixed Object,Y,N,1,2,1,Y,6,Y,Y,N,1,COLUMBUS,9/19/2016,9,1003,2,1,1,0,1,2,0,0,0,0,0,1,0,0,0,N,N,COLUMBUS,,75,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166124810,2016,MR,40.056006,-83.071867,3,0,0,1,0,1,0,2,Rear End,N,N,1,,7,N,4,N,N,N,4,COLUMBUS,9/20/2016,9,1120,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,GETTYSBURG,21,M,1,1,1,2,1,2,NT,12,3,1,,25,11,1,,20,,,,,,,57,F,1,1,1
20166124875,2016,MR,39.941783,-82.957864,1,0,0,0,0,2,1,2,Parked Vehicle,Y,N,1,,7,N,2,N,N,N,4,COLUMBUS,9/14/2016,9,1936,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,BERKELEY,41,F,1,1,1,2,2,1,NT,1,3,1,,,10,1,,20,,,,,,,,,,,
20166124876,2016,SR,39.970479,-82.927645,1,0,0,0,0,2,0,2,Angle,N,Y,2,2,3,N,4,N,N,N,4,BEXLEY,9/20/2016,9,753,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,BEXLEY,BROAD,24,F,1,1,1,1,4,3,NT,1,6,1,25,35,1,1,,20,,,,,,,35,F,1,1,1
20166124880,2016,CR,40.051967,-83.03377,1,0,0,0,0,2,0,2,Sideswipe - passing,N,Y,1,,4,Y,4,N,N,N,4,COLUMBUS,9/20/2016,9,1655,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,OLENTANGY RIVER,52,M,1,1,1,2,2,1,NT,4,4,1,,45,11,1,,20,,,,,,,20,F,1,1,1
20166064771,2016,IR,40.026675,-82.903909,1,0,0,0,0,4,1,2,Rear End,N,N,1,2,1,Y,7,Y,Y,Y,1,GAHANNA,5/10/2016,5,1536,3,4,2,0,1,1,0,0,0,0,0,0,0,0,0,N,N,GAHANNA,IR 270 SB,44,M,1,1,1,1,1,2,NT,1,3,1,20,65,11,1,,20,,,,,,,30,M,1,1,1
20166064773,2016,IR,40.033781,-82.903369,1,0,0,0,0,8,1,4,Sideswipe - passing,N,N,1,2,1,Y,7,Y,Y,N,1,GAHANNA,5/10/2016,5,1550,3,4,2,0,1,1,0,0,0,0,0,0,0,0,0,N,N,GAHANNA,IR 270 SB,51,M,1,1,1,1,1,2,NT,1,5,1,40,65,1,1,,20,,,,,,,44,F,1,1,1
20166064774,2016,CR,40.020913,-82.890447,2,0,0,0,1,3,0,2,Right Turn,N,N,1,,5,N,2,N,N,N,4,GAHANNA,5/12/2016,5,1738,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,GAHANNA,STYGLER,48,F,1,1,1,1,1,2,NT,1,3,1,25,25,1,1,,20,,,,,,,17,M,1,1,1
20166064777,2016,US,40.047515,-82.856649,1,0,0,0,0,1,0,1,Backing,Y,N,1,2,4,N,2,N,N,N,4,GAHANNA,5/14/2016,5,1657,7,2,1,0,1,4,0,0,0,0,0,0,0,0,0,Y,N,GAHANNA,ROSE,15,M,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166064778,2016,CR,40.055484,-82.867714,1,0,0,0,0,4,1,2,Left Turn,N,Y,3,,3,N,4,N,N,N,4,COLUMBUS,5/13/2016,5,1937,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,GAHANNA,MORSE,35,M,1,1,1,2,4,3,NT,1,2,1,40,45,1,1,,20,,,,,,,20,F,1,1,1
20166064779,2016,CR,39.992471,-82.84,1,0,0,0,0,2,0,2,Rear End,N,Y,1,,5,N,2,N,N,N,4,GAHANNA,5/11/2016,5,1252,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,GAHANNA,TAYLOR STATION,32,M,1,1,1,1,1,2,NT,1,3,1,,35,11,1,,20,,,,,,,46,M,1,1,1
20166124881,2016,CR,40.124384,-82.99429,1,0,0,0,0,3,0,2,Rear End,N,N,1,,4,N,2,N,N,N,4,COLUMBUS,9/20/2016,9,1735,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,SANCUS,17,M,1,1,1,2,2,1,NT,1,3,1,,35,11,1,,20,,,,,,,46,F,1,1,1
20166124885,2016,SR,40.091294,-82.823255,1,0,0,0,0,1,0,1,Fixed Object,Y,N,8,2,2,Y,4,Y,N,N,4,COLUMBUS,9/20/2016,9,1728,3,1,1,0,1,2,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,,,U,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166125045,2016,CR,39.979058,-82.960953,1,0,0,0,0,2,0,2,Angle,N,Y,3,,4,N,4,N,N,N,4,COLUMBUS,9/20/2016,9,751,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,LEONARD,37,M,1,1,1,2,2,4,LT,4,6,1,5,35,6,1,,20,,,,,,,57,M,1,1,1
20166125046,2016,US,39.964445,-82.981188,1,0,0,0,0,2,0,2,Pedalcycles,N,N,1,2,3,N,4,N,N,N,4,COLUMBUS,9/19/2016,9,1301,2,1,1,0,1,1,0,0,0,0,0,1,0,0,0,N,N,COLUMBUS,HAMILTON,65,M,1,1,1,2,2,1,NT,1,25,1,,,16,99,,99,,,,,,99,28,M,1,1,1
20166125047,2016,US,39.97371,-82.947608,1,0,0,0,0,1,0,1,Fixed Object,Y,N,1,2,4,N,3,N,N,N,4,COLUMBUS,9/18/2016,9,1314,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,N,N,COLUMBUS,NELSON,,U,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166125140,2016,SR,40.019237,-83.034291,1,0,0,0,0,1,0,1,Fixed Object,Y,N,1,2,2,Y,6,Y,N,N,4,COLUMBUS,8/21/2016,8,2152,1,1,1,0,4,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,I 315,37,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166064780,2016,SR,40.004466,-82.867646,1,0,0,0,0,2,0,2,Rear End,N,Y,3,2,3,Y,4,N,N,N,4,GAHANNA,5/14/2016,5,943,7,1,2,0,1,1,0,0,0,0,0,1,0,0,0,N,N,GAHANNA,HAMILTON,44,F,1,1,1,2,1,2,NT,4,4,1,,35,11,1,,20,,,,,,,67,F,1,1,1
20166064783,2016,MR,40.038099,-82.853085,1,0,0,0,0,3,0,2,Backing,N,Y,1,,7,N,4,N,N,N,4,GAHANNA,5/12/2016,5,720,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,GAHANNA,VENETIAN,47,M,1,1,1,1,1,2,NT,1,3,1,,25,11,1,,20,,,,,,,54,M,1,1,1
20166064785,2016,IR,40.033352,-82.903395,2,0,0,0,1,2,1,3,Rear End,N,N,1,2,1,Y,7,Y,Y,N,1,GAHANNA,5/10/2016,5,1521,3,4,2,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,GAHANNA,IR 270 SB,15,U,1,1,1,1,1,2,NT,1,5,1,20,65,11,1,,20,20,,,,,,61,M,1,1,1
20166064789,2016,SR,39.999695,-82.868064,1,0,0,0,0,2,0,2,Rear End,N,Y,1,2,3,Y,4,N,N,N,4,GAHANNA,5/13/2016,5,1738,6,1,1,0,1,2,0,0,0,0,0,0,0,0,0,N,N,GAHANNA,HAMILTON,48,F,1,1,1,2,2,1,NT,1,7,1,,45,11,1,,20,,,,,,,48,M,1,1,1
20166064824,2016,CR,39.963622,-83.000932,2,0,0,0,1,4,0,2,Pedalcycles,N,Y,2,,3,N,4,N,N,N,4,COLUMBUS,5/19/2016,5,1146,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,HIGH,27,M,1,1,1,2,2,3,RT,12,8,1,5,35,5,1,,15,,,,,,,34,M,1,1,1
20166064827,2016,US,39.962715,-82.996262,1,0,0,0,0,2,0,2,Right Turn,N,Y,2,1,3,N,4,N,N,N,4,COLUMBUS,5/19/2016,5,1310,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,BROAD,63,F,1,1,1,2,3,6,RT,4,6,1,5,25,5,1,,20,,,,,,,31,F,1,1,1
20166068882,2016,CR,39.977912,-83.003704,1,0,0,0,0,1,0,2,Parked Vehicle,Y,N,1,,3,N,4,N,N,N,4,COLUMBUS,5/26/2016,5,1635,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,HIGH,,U,1,1,1,2,2,1,NT,1,3,1,,,10,1,,20,,,,,,,,,,,
20166068883,2016,CR,39.96848,-82.970122,1,0,0,0,0,2,0,2,Sideswipe - passing,N,Y,2,2,4,N,4,N,N,N,4,COLUMBUS,5/25/2016,5,1435,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,N,N,COLUMBUS,LONG,,F,1,1,1,2,4,3,NT,12,6,1,25,25,1,1,,20,,,,,,,51,F,1,1,1
