DOCUMENT_NBR,CRASH_YR,NLF_ROUTE_TYPE_CD,ODOT_LATITUDE_NBR,ODOT_LONGITUDE_NBR,SEVERITY_BY_TYPE_CD,ODPS_TOTAL_FATALITIES_NBR,INCAPAC_INJURIES_NBR,NON_INCAPAC_INJURIES_NBR,POSSIBLE_INJURIES_NBR,NO_INJURY_REPORTED_NBR,UNRESTRAIN_OCCUPANTS,NUMBER_OF_UNITS_NBR,CRASH_TYPE_CD,FHWA_RDWY_DEPARTURE_IND,ODOT_INTERSECTION_REL_IND,ODOT_CRASH_LOCATION_CD,FACILITY_TYPE_CD,FUNCTIONAL_CLASS_CD,ODOT_DIV_UNDIV_IND,ODOT_LANES_NBR,FREEWAY_IND,INTERSTATE_IND,ODOT_MAINTAINED_HWY_IND,MAINTENANCE_AUTHORITY_CD,ODOT_CITY_VILLAGE_TWP_NME,CRASH_DT,MONTH_OF_CRASH,TIME_OF_CRASH,DAY_IN_WEEK_CD,WEATHER_COND_CD,ROAD_COND_PRIMARY_CD,ROAD_COND_SECONDARY_CD,LIGHT_COND_PRIMARY_CD,ROAD_CONTOUR_CD,ODPS_ALCOHOL_IND,ODPS_DRUG_IND,ODPS_SCHOOL_ZONE_IND,ODPS_MOTORCYCLE_IND,ODPS_SPEED_IND,ODPS_SENIOR_DRIVER_IND,ODPS_WORK_ZONE_IND,ODPS_LOC_IN_WORK_ZONE_CD,ODPS_TYPE_OF_WORK_ZONE_CD,ODOT_YOUNG_DRIVER_IND,DISTRACTED_DRIVER_IND,ODPS_CITY_VILLAGE_TWP_NME,ODPS_LOC_ROAD_NME,U1_AGE_NBR,U1_GENDER_CD,U1_ALCOH_DRUG_SUSPCTD_CD,U1_DISTRACTED_BY_1_CD,U1_DISTRACTED_BY_2_CD,U2_ODPS_UNIT_NBR,U2_DIRECTION_FROM_CD,U2_DIRECTION_TO_CD,U2_TURN_CD,U2_TRAFFIC_CONTROL_CD,U2_TYPE_OF_UNIT_CD,U2_SPECIAL_FUNCTION_CD,U2_UNIT_SPEED_NBR,U2_POSTED_SPEED_NBR,U2_PRECRASH_ACTION_CD,U2_CONT_CIR_PRIMARY_CD,U2_CONT_CIR_SECONDARY_CD,U2_SEQ_OF_EVENTS_1_CD,U2_SEQ_OF_EVENTS_2_CD,U2_SEQ_OF_EVENTS_3_CD,U2_SEQ_OF_EVENTS_4_CD,U2_SEQ_OF_EVENTS_5_CD,U2_SEQ_OF_EVENTS_6_CD,U2_NON_MOTORIST_LOC_CD,U2_AGE_NBR,U2_GENDER_CD,U2_ALCOH_DRUG_SUSPCTD_CD,U2_DISTRACTED_BY_1_CD,U2_DISTRACTED_BY_2_CD
20166126571,2016,SR,40.03235,-83.028042,1,0,0,0,0,2,0,2,Rear End,N,N,1,2,2,Y,6,Y,N,N,4,COLUMBUS,9/21/2016,9,849,4,1,1,0,1,2,0,0,0,0,0,0,0,0,0,N,Y,COLUMBUS,,32,M,1,5,1,2,1,2,NT,12,7,1,30,65,1,1,,20,,,,,,,52,M,1,1,1
20166126592,2016,IR,39.97724,-83.153823,1,0,0,0,0,2,0,2,Rear End,N,N,1,2,1,Y,6,Y,Y,Y,1,COLUMBUS,9/22/2016,9,819,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,,39,M,1,1,1,2,4,3,NT,12,3,1,,65,11,1,,24,,,,,,,46,F,1,1,1
20166126594,2016,IR,39.967341,-83.060405,1,0,0,0,0,2,0,2,Sideswipe - passing,N,N,1,2,1,N,4,Y,Y,N,1,COLUMBUS,9/22/2016,9,1125,5,1,1,0,1,2,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,,,U,1,1,1,2,3,4,NT,12,3,1,55,65,1,1,,24,,,,,,,31,F,1,1,1
20166126595,2016,CR,39.943214,-82.853668,1,0,0,0,0,2,0,2,Rear End,N,Y,2,,4,N,4,N,N,N,4,COLUMBUS,9/23/2016,9,1011,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,WOODCREST,28,F,1,1,1,2,2,1,NT,4,6,1,,25,11,1,,20,,,,,,,33,M,1,1,1
20166126596,2016,SR,39.980833,-82.830964,1,0,0,0,0,2,0,2,Rear End,N,N,1,2,3,N,4,N,N,N,4,COLUMBUS,9/23/2016,9,1000,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,BROAD,31,M,1,1,1,2,3,4,NT,12,7,1,,,11,1,,20,,,,,,,50,M,1,1,1
20166126598,2016,US,39.955455,-83.027448,1,0,0,0,0,2,0,2,Angle,N,Y,2,2,4,N,4,N,N,N,4,COLUMBUS,9/22/2016,9,1552,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,DAKOTA,41,M,1,1,1,2,3,4,NT,1,2,1,30,35,1,1,,20,,,,,,,27,M,1,1,1
20166126599,2016,IR,40.110414,-82.979861,1,0,0,0,0,3,0,3,Sideswipe - passing,N,N,1,2,1,Y,8,Y,Y,N,1,COLUMBUS,9/22/2016,9,705,5,1,1,0,4,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,,55,M,1,1,1,2,3,4,NT,12,7,1,65,65,1,1,,20,,,,,,,36,M,1,1,1
20166126600,2016,IR,40.005941,-83.118397,1,0,0,0,0,2,0,2,Rear End,N,N,1,2,1,Y,6,Y,Y,Y,1,COLUMBUS,9/22/2016,9,805,5,1,1,0,1,2,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,,17,F,1,1,1,2,2,1,NT,12,3,1,,65,11,1,,20,,,,,,,35,F,1,1,1
20166126601,2016,IR,39.998882,-83.118112,2,0,0,0,6,1,0,5,Rear End,N,N,1,2,1,Y,6,Y,Y,Y,1,COLUMBUS,9/22/2016,9,830,5,1,1,0,1,1,0,0,0,0,0,1,0,0,0,Y,N,COLUMBUS,,65,M,1,1,1,2,2,1,NT,12,6,1,,65,11,1,,20,,,,,,,52,F,1,1,1
20166126602,2016,IR,39.985147,-83.118646,1,0,0,0,0,3,0,2,Rear End,N,N,1,2,1,Y,7,Y,Y,N,1,COLUMBUS,9/23/2016,9,645,6,2,1,0,4,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,,37,F,1,1,1,2,2,1,NT,12,3,1,,65,11,1,,20,,,,,,,23,F,1,1,1
20166126603,2016,IR,39.973179,-83.00547,1,0,0,0,0,2,0,2,Rear End,N,N,1,2,1,Y,8,Y,Y,Y,1,COLUMBUS,9/23/2016,9,855,6,1,1,0,1,3,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,,20,M,1,1,1,2,4,3,NT,12,3,1,,55,11,1,,20,,,,,,,46,M,1,1,1
20166075488,2016,US,39.948268,-83.219546,1,0,0,0,0,2,0,1,Animal,N,Y,3,2,3,Y,4,N,N,Y,1,PRAIRIE TOWNSHIP,6/11/2016,6,320,7,1,1,0,5,1,0,0,0,0,0,0,0,0,0,N,N,PRAIRIE TOWNSHIP,,62,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166075489,2016,CR,39.966658,-83.095081,1,0,0,0,0,2,0,2,Angle,N,Y,2,,4,N,4,N,N,N,4,COLUMBUS,6/10/2016,6,701,6,2,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,WILSON,31,M,1,1,1,2,1,2,NT,4,6,1,,,1,1,,20,,,,,,,48,M,1,1,1
20166075490,2016,CR,40.062501,-82.952784,2,0,0,0,3,1,0,2,Rear End,N,Y,2,,3,N,4,N,N,N,4,COLUMBUS,6/10/2016,6,1347,6,4,2,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,CLEVELAND,26,M,1,1,1,2,2,1,NT,12,3,1,,35,11,1,,20,,,,,,,33,M,1,1,1
20166075582,2016,MR,40.084303,-82.936221,1,0,0,0,0,1,0,3,Parked Vehicle,Y,N,1,,7,N,4,N,N,N,4,COLUMBUS,6/11/2016,6,1105,7,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,Y,COLUMBUS,PONDEROSA,19,F,1,5,1,2,1,2,NT,12,2,1,,25,10,1,,20,,,,,,,,,,,
20166075648,2016,MR,40.025866,-83.017702,1,0,0,0,0,2,0,2,Angle,N,Y,2,,7,N,2,N,N,N,4,COLUMBUS,6/11/2016,6,1849,7,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,CALIFORNIA,,U,1,1,1,2,4,3,NT,1,2,1,25,25,1,1,,20,,,,,,,23,M,1,1,1
20166075649,2016,SR,40.063402,-82.934068,1,0,0,0,0,2,0,2,Sideswipe - passing,N,N,1,2,4,N,2,N,N,N,4,COLUMBUS,6/11/2016,6,1505,7,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,WESTERVILLE,,U,1,1,1,2,2,1,NT,12,4,1,30,45,1,1,,20,,,,,,,32,M,1,1,1
20166126604,2016,RA,39.981243,-83.118704,1,0,0,0,0,1,0,1,Overturning,N,N,1,4,1,N,,Y,Y,Y,1,PRAIRIE TOWNSHIP,9/23/2016,9,920,6,1,1,0,1,4,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,,27,M,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166126605,2016,IR,39.974587,-82.982737,1,0,0,0,0,2,0,2,Rear End,N,Y,1,2,1,Y,4,Y,Y,Y,1,COLUMBUS,9/21/2016,9,745,4,1,1,0,1,3,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,,42,F,1,1,1,2,3,4,NT,12,2,1,3,55,1,1,,20,,,,,,,37,F,1,1,1
20166126606,2016,IR,39.919814,-83.013057,1,0,0,0,0,5,0,4,Rear End,N,Y,1,2,1,Y,6,Y,Y,Y,1,COLUMBUS,9/23/2016,9,649,6,1,1,0,2,4,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,,60,M,1,1,1,2,2,1,NT,12,5,1,,65,11,1,,20,20,,,,,,55,M,1,1,1
20166126607,2016,IR,39.996943,-82.984705,2,0,0,0,2,2,0,3,Rear End,N,N,1,2,1,Y,6,Y,Y,Y,1,COLUMBUS,9/23/2016,9,742,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,,21,M,1,1,1,2,1,2,NT,12,1,1,,65,11,1,,20,20,,,,,,21,F,1,1,1
20166126608,2016,IR,40.109212,-83.081989,3,0,0,1,0,1,0,1,Fixed Object,Y,N,1,2,1,Y,8,Y,Y,Y,1,PERRY TOWNSHIP,9/21/2016,9,1109,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,,19,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166126609,2016,IR,39.917243,-83.014271,1,0,0,0,0,2,0,2,Sideswipe - passing,N,N,1,2,1,Y,6,Y,Y,N,1,COLUMBUS,9/22/2016,9,1441,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,,,M,1,1,1,2,1,2,NT,12,3,1,50,55,1,1,,20,5,,,,,,21,F,1,1,1
20166075650,2016,CR,39.905775,-83.119176,2,0,0,0,2,3,1,3,Left Turn,N,Y,3,,5,N,2,N,N,N,4,COLUMBUS,6/11/2016,6,1423,7,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,Y,COLUMBUS,HOLT,19,M,1,7,1,2,2,1,NT,1,2,1,30,50,1,1,,20,,,,,,,22,F,1,1,1
20166075651,2016,CR,40.051769,-83.027879,3,0,0,1,0,4,0,4,Rear End,N,N,1,,4,N,2,N,N,N,4,COLUMBUS,6/11/2016,6,1655,7,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,HENDERSON,34,M,1,1,1,2,4,3,NT,12,2,1,,35,11,1,,20,20,,,,,,34,F,1,1,1
20166075653,2016,US,40.042871,-83.094594,1,0,0,0,0,2,0,2,Rear End,N,Y,3,2,3,N,2,N,N,N,1,PERRY TOWNSHIP,6/10/2016,6,2308,6,1,1,0,4,1,1,0,0,0,0,1,0,0,0,N,Y,PERRY TOWNSHIP,,52,F,2,2,1,2,2,1,NT,4,6,1,10,50,11,1,,20,,,,,,,65,M,1,1,1
20166075737,2016,CR,39.987376,-83.013093,1,0,0,0,0,2,0,2,Sideswipe - passing,N,Y,2,,4,N,2,N,N,N,4,COLUMBUS,6/7/2016,6,1422,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,5TH,20,M,1,1,1,2,3,4,NT,12,6,1,,35,1,1,,20,,,,,,,42,M,1,1,1
20166075739,2016,CR,39.937313,-83.079146,2,0,0,0,1,0,1,2,Rear End,N,Y,3,,7,N,2,N,N,N,4,COLUMBUS,6/9/2016,6,1318,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,N,N,COLUMBUS,BINNS,43,F,1,1,1,2,1,2,NT,1,5,1,,25,10,1,,20,,,,,,,,,,,
20166126610,2016,IR,39.97496,-83.101712,1,0,0,0,0,3,0,2,Rear End,N,N,1,2,1,Y,8,Y,Y,Y,1,COLUMBUS,9/22/2016,9,1657,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,,32,F,1,1,1,2,3,4,NT,12,6,1,,65,11,1,,20,,,,,,,39,F,1,1,1
20166126663,2016,CR,40.117124,-83.061188,1,0,0,0,0,2,0,2,Rear End,N,N,1,,4,N,2,N,N,N,4,COLUMBUS,9/22/2016,9,1757,5,1,1,0,3,2,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,HARD,51,M,1,1,1,2,3,4,NT,12,6,1,,35,11,1,,20,,,,,,,50,M,1,1,1
20166126665,2016,SR,40.096945,-83.091482,1,0,0,0,0,2,0,2,Sideswipe - passing,N,Y,2,2,3,Y,3,N,N,N,4,COLUMBUS,9/22/2016,9,1954,5,1,1,0,3,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,SAWMILL,22,F,1,1,1,2,3,1,RT,4,4,1,10,40,5,1,,20,,,,,,,41,M,1,1,1
20166126676,2016,US,39.949083,-82.957969,3,0,0,1,1,1,0,2,Angle,N,N,1,2,3,N,4,N,N,N,4,COLUMBUS,9/23/2016,9,1130,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,LIVINGSTON,43,M,1,1,1,2,3,4,NT,12,5,1,35,35,1,1,,20,,,,,,,34,M,1,1,1
20166126677,2016,CR,39.957433,-82.947487,1,0,0,0,0,4,0,3,Sideswipe - passing,N,Y,2,2,3,N,4,N,N,N,4,COLUMBUS,9/20/2016,9,1700,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,MAIN,46,F,1,1,1,2,3,4,NT,4,15,1,5,35,11,1,,20,,,,,,,48,M,1,1,1
20166126678,2016,CR,40.073139,-83.13919,1,0,0,0,0,2,0,2,Rear End,N,Y,3,,4,N,2,N,N,N,4,COLUMBUS,9/23/2016,9,1315,6,1,1,0,1,3,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,BRITTON,63,M,1,1,1,2,1,2,NT,12,6,1,,35,11,1,,20,,,,,,,29,M,1,1,1
20166126725,2016,CR,40.059507,-82.952451,1,0,0,0,0,2,0,2,Left Turn,N,N,1,,3,N,4,N,N,N,4,COLUMBUS,9/23/2016,9,1515,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,MORSE,35,M,1,1,1,2,3,4,NT,12,2,1,25,45,1,1,,20,,,,,,,31,M,1,1,1
20166126726,2016,SR,40.105313,-82.975964,3,0,0,1,0,1,0,2,Left Turn,N,Y,3,2,4,N,4,N,N,N,4,COLUMBUS,9/22/2016,9,1539,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,SCHROCK,46,M,1,1,1,2,3,4,NT,1,3,1,40,45,1,1,,20,,,,,,,48,F,1,1,1
20166126728,2016,MR,39.980895,-83.144336,1,0,0,0,0,2,0,2,Right Turn,N,Y,2,,7,N,2,N,N,N,4,COLUMBUS,9/22/2016,9,2140,5,1,1,0,5,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,HILLIARD ROME,55,F,1,1,1,2,2,1,NT,4,3,1,25,45,1,1,,20,,,,,,,21,F,1,1,1
20166126782,2016,CR,39.994049,-82.93022,1,0,0,0,0,2,0,2,Rear End,N,Y,3,,5,N,2,N,N,N,4,COLUMBUS,9/21/2016,9,1640,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,14TH,27,M,1,1,1,2,3,4,NT,2,2,1,,25,11,1,,20,,,,,,,34,M,1,1,1
20166126783,2016,CR,39.989542,-82.943409,3,0,0,1,0,5,0,2,Rear End,N,N,1,,4,N,2,N,N,N,4,COLUMBUS,9/20/2016,9,1728,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,SUNBURY,44,M,1,1,1,2,2,1,NT,12,6,1,,35,11,1,,20,,,,,,,29,M,1,1,1
20166126784,2016,CR,40.067539,-83.11261,1,0,0,0,0,2,0,2,Rear End,N,Y,2,,3,N,3,N,N,N,2,COLUMBUS,9/23/2016,9,1511,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,HAYDEN RUN,20,M,1,1,1,2,3,4,NT,4,7,22,,35,11,1,,20,,,,,,,28,M,1,1,1
20166075740,2016,IR,39.923723,-83.119852,1,0,0,0,0,2,0,2,Rear End,N,Y,3,2,1,Y,6,Y,Y,N,1,COLUMBUS,6/11/2016,6,1213,7,1,1,0,1,2,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,I 270 NORTHBOUND,54,M,1,1,1,2,2,1,NT,4,2,1,,55,11,1,,20,,,,,,,26,M,1,1,1
20166075743,2016,MR,39.950781,-83.025293,1,0,0,0,0,4,0,2,Angle,N,Y,2,,7,N,2,N,N,N,4,COLUMBUS,6/11/2016,6,1236,7,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,Y,COLUMBUS,CAMPBELL,23,M,1,7,1,2,1,2,NT,1,7,1,15,25,1,1,,20,,,,,,,50,F,1,1,1
20166148410,2016,US,40.073719,-82.821312,1,0,0,0,0,1,0,1,Fixed Object,Y,N,10,2,4,N,2,N,N,N,4,NEW ALBANY,10/29/2016,10,936,7,2,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,NEW ALBANY,,44,M,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166148411,2016,CR,39.913697,-83.108012,4,0,1,0,1,0,2,1,Fixed Object,Y,N,1,,4,N,2,N,N,N,2,JACKSON TOWNSHIP,10/25/2016,10,414,3,1,1,0,4,4,0,0,0,0,1,0,0,0,0,Y,N,COLUMBUS,DEMOREST,15,M,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166148527,2016,CR,40.0631,-83.037792,2,0,0,0,1,3,0,3,Rear End,N,Y,1,,3,N,4,N,N,N,4,COLUMBUS,10/30/2016,10,1354,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,BETHEL,28,F,1,1,1,2,4,3,NT,4,3,1,5,40,11,1,,20,20,,,,,,24,F,1,1,1
20166148578,2016,US,39.83893,-83.000278,3,0,0,2,0,1,0,3,Rear End,N,Y,1,2,3,Y,4,N,N,N,4,COLUMBUS,11/1/2016,11,715,3,1,1,0,2,3,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,HIGH,35,F,1,1,1,2,2,1,NT,12,6,1,,50,11,1,,20,,,,,,,46,F,1,1,1
20166148579,2016,SR,40.018533,-83.034011,1,0,0,0,0,2,0,2,Angle,N,Y,1,2,2,Y,6,Y,N,N,4,COLUMBUS,11/1/2016,11,1140,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,ACKERMAN,51,M,1,1,1,2,2,4,LT,4,6,1,5,30,6,1,,20,,,,,,,26,F,1,1,1
20166148580,2016,US,39.955288,-83.02874,1,0,0,0,0,1,0,1,Fixed Object,Y,Y,2,2,4,N,4,N,N,N,4,COLUMBUS,10/31/2016,10,1830,2,1,1,0,4,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,CYPRESS,31,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166148581,2016,SR,39.906043,-83.023045,2,0,0,0,2,1,0,3,Backing,N,N,1,2,4,N,2,N,N,N,4,COLUMBUS,11/1/2016,11,1035,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,JACKSON,51,M,1,1,1,2,1,2,NT,12,14,15,45,45,9,8,,20,,,,,,,55,M,1,1,1
20166148582,2016,CR,40.006974,-83.045352,1,0,0,0,0,2,0,2,Rear End,N,N,1,,4,N,4,N,N,N,4,COLUMBUS,11/1/2016,11,1216,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,LANE,18,F,1,1,1,2,4,3,NT,12,7,1,25,35,11,1,,20,,,,,,,21,M,1,1,1
20166148816,2016,CR,40.059111,-82.944679,2,0,0,0,5,0,1,2,Left Turn,N,Y,2,,3,N,4,N,N,N,4,COLUMBUS,10/31/2016,10,1743,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,MORSE,23,M,1,1,1,2,4,3,NT,4,4,1,40,45,1,1,,20,,,,,,,24,M,1,1,1
20166148818,2016,IR,39.978676,-83.184438,1,0,0,0,0,1,0,1,Animal,N,N,1,2,1,Y,6,Y,Y,Y,1,BROWN TOWNSHIP,11/1/2016,11,631,3,1,1,0,5,1,0,0,0,0,0,0,0,0,0,N,N,BROWN TOWNSHIP,,59,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166148822,2016,CR,40.04811,-82.90911,1,0,0,0,0,3,0,2,Left Turn,N,Y,2,,4,Y,4,N,N,N,4,COLUMBUS,11/1/2016,11,1647,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,EASTON,35,F,1,1,1,2,4,3,NT,4,6,1,30,45,1,1,,20,,,,,,,24,M,1,1,1
20166148871,2016,IR,40.111956,-83.021436,1,0,0,0,0,2,0,2,Sideswipe - passing,N,N,1,2,1,Y,8,Y,Y,Y,1,SHARON TOWNSHIP,10/31/2016,10,1645,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,SHARON TOWNSHIP,,46,M,1,1,1,2,4,3,NT,12,4,1,55,55,3,10,,20,,,,,,,20,M,1,1,1
20166149252,2016,CR,40.000924,-82.989726,2,0,0,0,1,2,0,2,Angle,N,Y,3,,4,N,2,N,N,N,4,COLUMBUS,10/26/2016,10,1734,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,Y,N,COLUMBUS,717 EAST 17TH,20,M,1,1,1,2,2,4,LT,12,12,20,1,,6,6,,20,,,,,,,44,M,1,1,1
20166149351,2016,IR,39.975673,-82.996932,1,0,0,0,0,1,0,1,Fixed Object,Y,N,8,2,1,Y,8,Y,Y,N,1,COLUMBUS,10/9/2016,10,119,1,1,1,0,4,2,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,I 670W,28,M,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166149352,2016,IR,39.979075,-82.853657,3,0,0,1,0,0,0,1,Fixed Object,Y,N,1,2,1,Y,6,Y,Y,N,1,COLUMBUS,10/20/2016,10,1846,5,4,2,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,I 270,32,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166149353,2016,IR,40.016323,-82.99462,3,0,0,1,0,1,0,2,Rear End,N,N,1,2,1,Y,6,Y,Y,N,1,COLUMBUS,10/21/2016,10,238,6,4,2,0,4,1,0,0,0,0,1,0,0,0,0,N,N,COLUMBUS,I 71,29,M,1,1,1,2,1,2,NT,12,2,1,65,65,1,1,,20,,,,,,,43,M,1,1,1
20156119105,2015,US,40.051997,-83.095725,1,0,0,0,0,3,0,2,Rear End,N,N,1,2,3,N,2,N,N,Y,1,PERRY TOWNSHIP,9/30/2015,9,1806,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,PERRY TOWNSHIP,,35,F,1,1,1,1,2,1,NT,1,6,1,25,50,1,1,,20,,,,,,,44,M,1,1,1
20156015140,2015,IR,39.934063,-82.855399,1,0,0,0,0,2,0,2,Sideswipe - passing,N,N,1,2,1,Y,5,Y,Y,N,1,COLUMBUS,2/3/2015,2,1644,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,,52,M,1,1,1,2,4,3,NT,12,2,1,50,65,1,99,,20,,,,,,,29,M,1,1,1
20166060664,2016,CR,39.945648,-82.970411,1,0,0,0,0,1,0,2,Parked Vehicle,Y,N,1,,5,N,2,N,N,N,4,COLUMBUS,5/11/2016,5,300,4,9,99,0,4,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,CHAMPION,,U,1,1,1,2,2,1,NT,12,3,1,,35,10,1,,20,,,,,,,,,,,
20166061457,2016,CR,40.003752,-83.154876,1,0,0,0,0,2,1,2,Angle,N,N,1,,4,N,2,N,N,N,4,COLUMBUS,5/12/2016,5,1209,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,ROBERTS,54,M,1,1,1,2,3,4,NT,1,2,1,35,45,1,1,,20,,,,,,,18,F,1,1,1
20166069119,2016,IR,39.979748,-83.207265,1,0,0,0,0,1,0,1,Animal,N,N,1,2,1,Y,6,Y,Y,Y,1,BROWN TOWNSHIP,5/30/2016,5,12,2,1,2,0,5,1,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,,17,M,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20164005397,2016,SR,40.030985,-82.957332,1,0,0,0,0,6,0,2,Rear End,N,Y,3,2,4,N,2,N,N,N,1,CLINTON TOWNSHIP,3/24/2016,3,2035,5,1,1,9,5,2,1,0,0,0,0,0,0,0,0,N,N,CLINTON TOWNSHIP,,61,M,2,1,1,1,2,1,NT,4,3,1,,35,11,1,,20,,,,,,,34,F,1,1,1
20166149354,2016,SR,40.031435,-83.0286,3,0,0,1,0,0,0,1,Fixed Object,Y,N,1,2,2,Y,6,Y,N,N,4,COLUMBUS,10/30/2016,10,129,1,1,1,0,4,3,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,I315,25,M,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166149356,2016,IR,39.976563,-83.121486,3,0,0,1,0,0,0,1,Fixed Object,N,N,7,4,1,Y,2,Y,Y,Y,1,COLUMBUS,10/11/2016,10,2110,3,2,1,0,4,4,1,0,0,0,1,0,1,4,3,N,N,COLUMBUS,,59,F,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,
20166149357,2016,IR,39.966365,-83.059714,3,0,0,1,0,1,0,2,Sideswipe - passing,N,N,1,2,1,Y,4,Y,Y,N,1,COLUMBUS,10/15/2016,10,445,7,2,1,0,4,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,,30,M,1,1,1,2,4,3,NT,12,6,1,65,65,1,1,,20,,,,,,,51,M,1,1,1
20166149358,2016,IR,40.006514,-83.118494,1,0,0,0,0,2,0,2,Rear End,N,N,1,2,1,Y,6,Y,Y,Y,1,COLUMBUS,10/19/2016,10,2122,4,2,1,0,4,2,0,0,0,0,1,0,0,0,0,N,N,COLUMBUS,,,U,1,1,1,2,2,1,NT,12,6,1,65,65,1,1,,20,,,,,,,56,M,1,1,1
